,kanji,kana,definition
3705,沿岸,えんがん,"coast,  shore"
3706,沿海,えんかい,"coastal waters,  coast"
3707,源,みなもと,"ground spring,  source,  origin"
3708,震源地,しんげんち,"epicenter,  epicentre"
3709,劇,げき,"drama,  play,  show"
3710,喜劇,きげき,comedy
3711,悲劇,ひげき,tragedy
3712,通勤,つうきん,commute
3713,損,そん,"disadvantage,  handicap,  loss"
3714,承る,うけたまわる,"to consent,  to hear,  to be informed,  to listen to"
3715,承知,しょうち,"consent,  know"
3716,承認,しょうにん,approval
3717,損なう,そこなう,"to harm,  to injure"
3718,腐食,ふしょく,corrosion
3719,豆,まめ,beans
3720,納豆,なっとう,"natto,  fermented soybeans"
3721,腐る,くさる,to rot
3722,爪切り,つめきり,nail clipper
3723,時刻表,じこくひょう,"timetable,  schedule"
3724,深刻,しんこく,"serious,  grave"
3725,幕府,ばくふ,"bakufu,  shogunate"
3726,貴重,きちょう,"precious,  valuable"
3727,傷む,いたむ,"to be damaged,  to go bad,  to spoil"
3728,拝見する,はいけんする,"to have a look at,  to see"
3729,奴,やつ,"dude,  guy"
3730,劇場,げきじょう,"theater,  theatre"
3731,不純,ふじゅん,impure
3732,眼鏡,めがね,"glasses,  eyeglasses"
3734,尊敬語,そんけいご,"honorific japanese,  honorific language,  formal japanese,  formal language"
3735,遅延,ちえん,delay
3736,庁舎,ちょうしゃ,government office building
3737,剣,けん,"sword,  sabre,  blade,  double edged sword"
3738,遅滞,ちたい,delay
3739,山中湖,やまなかこ,"lake yamanaka,  yamanaka lake"
3740,油断,ゆだん,"inattentiveness,  let your guard down"
3741,破る,やぶる,"to tear,  to rip,  to break"
3742,破壊,はかい,"destruction,  demolition"
3743,破産,はさん,bankruptcy
3744,田舎,いなか,"countryside,  rural"
3745,閉じる,とじる,"to shut,  to close"
3746,垂れる,たれる,"to dangle,  to drip"
3747,三つ編み,みつあみ,"braided hair,  hair braid,  plaited hair,  plait"
3748,納得,なっとく,consent
3749,尊敬する,そんけいする,to respect
3750,否定形,ひていけい,"negative form,  negative sentence,  negative,  negative tense"
3751,著作権,ちょさくけん,copyright
3752,同音異義語,どうおんいぎご,homonym
3753,出獄,しゅつごく,release from prison
3754,破船,はせん,shipwreck
3755,測る,はかる,"to measure,  to measure scientifically"
3756,観測,かんそく,observation
3757,青銅,せいどう,bronze
3758,獄内,ごくない,in prison
3759,彫刻,ちょうこく,sculpture
3760,講義,こうぎ,lecture
3761,入獄,にゅうごく,imprisonment
3762,脱獄,だつごく,"jailbreak,  escape from prison"
3763,酔う,よう,to be drunk
3764,油,あぶら,oil
3765,兵舎,へいしゃ,barracks
3766,講演,こうえん,"lecture,  address"
3767,滞る,とどこおる,to be overdue
3768,紹介,しょうかい,introduction
3769,厄介,やっかい,"troublesome,  burdensome,  hard to deal with,  trouble,  burden,  nuisance"
3770,海亀,うみがめ,sea turtle
3771,互い,たがい,"mutual,  each other,  reciprocal,  together"
3772,寿司,すし,sushi
3773,長寿,ちょうじゅ,"long life,  longevity"
3774,恥ずかしい,はずかしい,"embarrassing,  embarrassed,  ashamed"
3775,汁,しる,soup
3776,為に,ために,"for the sake of,  sake of"
3777,一筋,ひとすじ,"single mindedly,  intently,  earnestly"
3778,宣言する,せんげんする,to proclaim
3779,盛り上げる,もりあげる,"to heap up,  to pile up"
3780,裏切り者,うらぎりもの,traitor
3781,諸々,もろもろ,"various,  all kinds of"
3782,閉まる,しまる,"to be shut,  to be closed"
3783,宝くじ,たからくじ,"lottery,  public lottery"
3784,納まる,おさまる,"to be supplied,  to be delivered,  to be paid"
3785,否定する,ひていする,to deny
3786,暮らし,くらし,"life,  living,  daily living"
3787,蒸し暑い,むしあつい,"humid,  hot and humid"
3788,蒸し返す,むしかえす,to reheat
3789,遅刻,ちこく,"be late,  be tardy,  late,  tardy"
3790,遅れる,おくれる,to be late
3791,推測,すいそく,"conjecture,  speculation"
3792,予測,よそく,prediction
3793,講師,こうし,"lecturer,  instructor"
3794,介入,かいにゅう,intervention
3795,己,おのれ,"oneself,  myself,  i"
3796,自己,じこ,"self,  oneself"
3797,亀,かめ,turtle
3798,相互,そうご,"mutual,  reciprocal"
3799,交互,こうご,alternately
3800,真剣,しんけん,serious
3801,寿命,じゅみょう,lifespan
3802,杉,すぎ,cedar
3803,喜寿,きじゅ,seventy seventh birthday
3804,福寿,ふくじゅ,happiness and longevity
3805,彼,かれ,he
3806,彼ら,かれら,they
3807,恥,はじ,"shame,  embarrassment,  disgrace"
3808,果汁,かじゅう,fruit juice
3809,味噌,みそ,miso
3810,炎,ほのお,"big fire,  flame"
3811,炎症,えんしょう,inflammation
3812,熊本県,くまもとけん,kumamoto prefecture
3813,行為,こうい,deed
3814,有意,ゆうい,significance
3815,熊,くま,bear
3816,地獄,じごく,hell
3817,酢,す,vinegar
3818,泥酔,でいすい,"dead drunk,  completely drunk"
3819,酢の物,すのもの,"vinegared food,  pickled food"
3820,鍋,なべ,"pot,  hotpot"
3821,湖,みずうみ,lake
3822,銅山,どうざん,copper mine
3823,銅像,どうぞう,"copper statue,  bronze statue"
3824,払う,はらう,to pay
3825,給油,きゅうゆ,fueling
3826,油田,ゆでん,oil field
3827,原油,げんゆ,crude oil
3828,醤油,しょうゆ,"shoyu,  soy sauce,  shouyu"
3829,白熊,しろくま,polar bear
3830,石油,せきゆ,"oil,  petroleum,  kerosene"
3832,献金,けんきん,"donation,  offering"
3833,踏む,ふむ,"to step on,  to tread on"
3834,一般,いっぱん,"general,  common"
3835,献血,けんけつ,blood donation
3836,放射能,ほうしゃのう,"radioactivity,  radiation"
3837,豆腐,とうふ,"tofu,  toufu"
3838,遺体,いたい,"corpse,  remains"
3839,神奈川県,かながわけん,kanagawa prefecture
3840,舞,まい,"dancing,  dance"
3841,鹿,しか,deer
3842,薦め,すすめ,"recommendation,  advice"
3843,勤め,つとめ,duties
3844,受諾,じゅだく,acceptance
3845,廃れる,すたれる,to become obsolete
3846,旧姓,きゅうせい,maiden name
3847,幅,はば,width
3848,廃止,はいし,"abolition,  abolishment"
3849,降りる,おりる,to get off
3850,吐き出す,はきだす,"to spit out,  to disgorge,  to spew out"
3851,枝豆,えだまめ,"edamame,  steamed soybeans"
3852,甘く見る,あまくみる,"to not take seriously,  to take lightly"
3853,将来,しょうらい,future
3854,大将,たいしょう,"general,  admiral,  head,  leader"
3855,連盟,れんめい,"league,  federation"
3856,債券,さいけん,bond
3857,及第,きゅうだい,"passing an exam,  make the grade,  passing the exam"
3858,摘む,つむ,"to pluck,  to pick,  to prune"
3859,指摘,してき,"pointing out,  identification"
3860,摘発する,てきはつする,"to unmask,  to expose"
3861,核実験,かくじっけん,"nuclear test,  nuclear bomb test,  nuclear testing"
3862,沖合,おきあい,open sea
3863,縄文,じょうもん,"jomon people,  joumon people,  joumon,  jomon,  ancient japanese"
3864,維持,いじ,"maintenance,  support"
3865,継ぐ,つぐ,to inherit
3866,舞う,まう,"to dance,  to flutter"
3867,超自然的,ちょうしぜんてき,supernatural
3868,頼む,たのむ,"to ask for,  to request,  to entrust,  to rely on"
3869,馬鹿,ばか,"idiot,  dumb,  fool,  stupid,  absurd"
3870,鹿児島県,かごしまけん,kagoshima prefecture
3871,承諾,しょうだく,"consent,  agreement"
3872,換える,かえる,to exchange
3873,医療,いりょう,medical treatment
3874,吐き気,はきけ,nausea
3875,親子丼,おやこどんぶり,"parent and child bowl,  parent and child rice bowl"
3876,奴ら,やつら,"those dudes,  those guys"
3877,口紅,くちべに,lipstick
3878,電磁場,でんじば,electromagnetic field
3879,源氏物語,げんじものがたり,"tale of genji,  the tale of genji"
3880,指揮者,しきしゃ,"conductor,  commander"
3881,損害する,そんがいする,to damage
3882,復旧,ふっきゅう,"restoration,  recovery"
3883,姓名,せいめい,full name
3884,貿易,ぼうえき,"trade,  commerce"
3885,甘い,あまい,sweet
3886,甘党,あまとう,sweet tooth
3887,将軍,しょうぐん,"shogun,  general,  commander,  shougun"
3888,主将,しゅしょう,"commander,  commander in chief,  team captain"
3889,同盟,どうめい,alliance
3890,盟約,めいやく,"pledge,  pact"
3891,遺産,いさん,inheritance
3892,遺失,いしつ,loss
3893,遺伝,いでん,heredity
3894,伸びる,のびる,"to be stretched,  to get stretched"
3895,債権,さいけん,"credit,  claim,  debt,  liabilities"
3896,国債,こくさい,"national debt,  bonds"
3897,及ぶ,およぶ,"to reach,  to amount to"
3898,普及,ふきゅう,diffusion
3899,奈良,なら,nara
3900,廃絶,はいぜつ,extinction
3901,換気,かんき,ventilation
3902,変換,へんかん,"conversion,  change"
3903,核,かく,nucleus
3904,核兵器,かくへいき,nuclear weapons
3905,縄,なわ,rope
3906,津波,つなみ,"tsunami,  tidal wave"
3907,治療,ちりょう,"medical therapy,  medical treatment"
3908,継父,けいふ,stepfather
3909,継承,けいしょう,"succession,  inheritance"
3910,維新,いしん,"restoration,  meiji restoration"
3911,舞台,ぶたい,stage
3912,歌舞伎,かぶき,kabuki
3913,舞踏,ぶとう,dancing
3914,超〜,ちょう,"ultra,  super,  really"
3915,超音速,ちょうおんそく,supersonic speed
3916,超音波,ちょうおんぱ,ultrasonic wave
3917,依頼,いらい,"request,  entrust"
3918,信頼,しんらい,"reliance,  trust"
3919,依存,いぞん,"dependence,  reliance"
3920,許諾,きょだく,consent
3921,諾否,だくひ,"consent or refusal,  yes or no"
3922,象牙,ぞうげ,"ivory,  elephant tusk"
3923,牙,きば,fang
3924,降参する,こうさんする,to surrender
3925,大幅,おおはば,"big,  large,  drastic,  substantial,  major"
3926,誤り,あやまり,"mistake,  error,  slip,  bug,  fault"
3927,貴重品,きちょうひん,"valuables,  treasures"
3928,汚い,きたない,"dirty,  filthy,  foul,  unclean"
3929,依然,いぜん,"still,  as yet,  as it was"
3931,弾む,はずむ,to bounce
3932,掲載,けいさい,"publication,  print"
3933,甘酢,あまず,sweet vinegar
3934,遅い,おそい,"slow,  late"
3935,二日酔い,ふつかよい,hangover
3936,中旬,ちゅうじゅん,"middle ten days of the month,  middle of the month,  middle of month"
3937,弾丸,だんがん,bullet
3938,香港,ほんこん,hong kong
3939,抵抗する,ていこうする,to resist
3940,患者,かんじゃ,"a patient,  patient,  medical patient"
3941,聴力,ちょうりょく,hearing ability
3942,紹介する,しょうかいする,to introduce
3943,陣,じん,"army base,  army camp"
3944,試験地獄,しけんじごく,"entrance exam hell,  hell of entrance exams"
3945,払い,はらい,"payment,  a payment"
3946,恥ずかしがる,はずかしがる,"to be shy,  to be bashful"
3947,汁物,しるもの,"soups,  soup"
3948,給油所,きゅうゆじょ,"gas station,  filling station,  petrol station"
3949,跳ぶ,とぶ,"to jump,  to hop,  to leap"
3950,漁船,ぎょせん,"fishing boat,  fishing vessel"
3951,死刑,しけい,death penalty
3952,刑期,けいき,prison term
3953,募る,つのる,"to appeal for,  to invite,  to raise"
3954,執筆,しっぴつ,"writing,  write for a magazine"
3955,塁打,るいだ,"base hit,  single"
3956,患う,わずらう,"to be afflicted,  to be afflicted with illness,  to be sick"
3957,戻る,もどる,"to return,  to be returned"
3958,反抗する,はんこうする,to rebel
3959,大抵,たいてい,"generally,  usually,  in most cases"
3960,上旬,じょうじゅん,"first ten days of the month,  beginning of month,  beginning of the month"
3961,自爆,じばく,suicide bomb
3962,爆撃,ばくげき,bombing
3963,聴者,ちょうしゃ,listener
3964,遺跡,いせき,"ruins,  historic ruins,  remains,  historic remains"
3965,香り,かおり,"fragrance,  aroma"
3966,香水,こうすい,perfume
3967,香川県,かがわけん,kagawa prefecture
3968,削除,さくじょ,"deletion,  elimination"
3969,葬る,ほうむる,"to bury,  to inter"
3970,知恵,ちえ,"wisdom,  intelligence"
3971,火葬,かそう,cremation
3972,一人暮らし,ひとりぐらし,living alone
3973,盛り上がる,もりあがる,"to swell,  to get excited"
3974,恥知らず,はじしらず,shameless person
3975,船酔い,ふなよい,sea sickness
3976,〜鍋,なべ,"pot,  stew,  hotpot"
3977,紹介状,しょうかいじょう,letter of introduction
3978,自己紹介,じこしょうかい,self introduction
3979,味噌汁,みそしる,miso soup
3980,酔っ払い,よっぱらい,drunk
3981,昭和,しょうわ,"showa era,  shouwa era,  showa,  shouwa,  showa emperor,  shouwa emperor"
3982,漁師,りょうし,fisherman
3983,漁業,ぎょぎょう,"fishing industry,  fishery"
3984,償う,つぐなう,"to compensate for,  to make up for"
3985,弁償,べんしょう,"reimbursement,  compensation"
3986,刑務所,けいむしょ,"jail,  prison"
3987,終身刑,しゅうしんけい,life sentence
3988,刑事,けいじ,"police detective,  detective,  criminal case"
3989,刑罰,けいばつ,"punishment,  penalty"
3990,募集,ぼしゅう,"recruiting,  solicitation"
3991,募金,ぼきん,fundraising
3992,応募,おうぼ,"application,  subscription"
3993,執る,とる,"to take control,  to carry out"
3994,執着,しゅうちゃく,"attachment to,  tenacity,  obsessed with,  attachment"
3995,塁,るい,"baseball base,  base"
3996,塁審,るいしん,"baseball umpire,  umpire"
3997,崩す,くずす,"to demolish,  to break,  to pull down,  to crumble"
3998,崩壊,ほうかい,"collapse,  crumbling,  breaking down"
3999,急患,きゅうかん,emergency patient
4000,戻す,もどす,"to return,  to return something"
4001,抗体,こうたい,antibody
4002,対向する,たいこうする,to counter
4003,抗戦,こうせん,resistance
4004,旬,しゅん,in season
4005,湾,わん,"gulf,  bay,  inlet"
4006,台湾,たいわん,taiwan
4007,爆発,ばくはつ,explosion
4008,爆弾,ばくだん,bomb
4009,爆笑,ばくしょう,explosive laughter
4010,奇跡,きせき,miracle
4011,聴く,きく,"to listen to,  to hear,  to listen"
4012,盗聴,とうちょう,"wiretapping,  bugging"
4013,跡,あと,"traces,  mark"
4014,証跡,しょうせき,evidence
4015,遣う,つかう,"to consider,  to make use of"
4016,闘う,たたかう,"to struggle,  to fight"
4017,戦闘,せんとう,"battle,  a battle"
4018,闘志,とうし,fighting spirit
4019,陣営,じんえい,camp
4020,兆候,ちょうこう,"sign,  indication"
4021,前兆,ぜんちょう,"omen,  sign"
4022,臨海,りんかい,"seaside,  coastal"
4023,臨時,りんじ,"temporary,  provisional"
4024,削る,けずる,"to whittle down,  to shave off"
4025,削減,さくげん,"reduction,  cutback"
4026,契約,けいやく,"contract,  agreement"
4027,契機,けいき,"chance,  opportunity"
4028,恵む,めぐむ,"to do a favor,  to bless"
4029,抱く,だく,"to hug,  to embrace"
4030,掲げる,かかげる,"to put up a sign,  to put up"
